ID,Name,Damage,Healing,Duration,Cooldown,Accuracy,Type,Popularity,Description
461,Light,40,,,3 turns,100%,Magic,1,"100% Hit Chance  Covers the enemy in brilliant light, dealing 20 Magic damage.   Deals double damage if the target is Blinded. Used by 8 battle pets."
463,Flash,10,,2 turns,3 turns,100%,Magic,1,"100% Hit Chance  A brilliant flash deals 10 Magic damage and Blinds the target, reducing their hit chance by 50% for 2 rounds. Used by 16 battle pets."
763,Sear Magic,,,,2 turns,,Magic,1,Removes all buffs and debuffs from the user. Used by 20 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
786,Blistering Cold,,,4 turns,2 turns,100%,Elemental,1,"100% Hit Chance  Chills the air around the enemy, causing them to be afflicted with Frostbite each round for 3 rounds. Frostbite's damage grows until the pet is swapped.  Blistering Cold lasts for 4 rounds. Persists through pet swaps."
792,Darkflame,25,,2 turns,3 turns,100%,Elemental,1,"100% Hit Chance  Engulfs the enemy in dark flame, dealing 25 Elemental damage and causing the target to receive 50% less healing for 2 rounds."
1049,Blinding Poison,,,1 turns,4 turns,100%,Beast,1,"100% Hit Chance  Spits poison into the target's eyes, reducing their hit chance by 100% for 1 rounds.  While affected, the target is considered both Blinded and Poisoned."
423,Blood in the Water,40,,,3 turns,50%,Aquatic,1,50% Hit Chance  Deals 40 Aquatic damage.  Always hits if the target is Bleeding. Used by 38 battle pets. In the Aquatic Battle Pet Abilities category.
468,Agony,,,2 turns,,100%,Undead,1,"100% Hit Chance  Inflicts agony on the target, causing increasing Undead damage each round for 2 rounds. Used by 29 battle pets. In the Undead Battle Pet Abilities category."
666,Rabid Strike,13,,3 turns,,100%,Undead,1,"100% Hit Chance  Deals 13 Undead damage and turns the target rabid for 3 rounds.  While rabid, the target deals 25% additional damage and receives 50% additional damage."
481,Deep Freeze,25,,1 turns,4 turns,25%,Elemental,1,100% Hit Chance  Deals 25 Elemental damage and has a 25% chance to stun the target for 1 rounds.  The chance to stun becomes 100% if the target is Chilled.
624,Ice Tomb,,,2 turns,5 turns,100%,Elemental,1,"100% Hit Chance  Launches an orb of freezing energy at the target.   After 2 rounds, the ice hits, causing the current enemy pet to take 30 Elemental damage and be stunned for 1 round."
156,Vicious Fang,15,,,,100%,Beast,1,100% Hit Chance  Deals 15 Beast damage. Damage increases by 5 each time it hits. Max 25 Beast damage. Used by 44 battle pets. In the Beast Battle Pet Abilities category.
1043,Drain Blood,10,300,,3 turns,100%,Undead,1,100% Hit Chance  Drains the enemy of 10% of their maximum health.  The user is healed for 300% of the health drained. Used by 31 battle pets.
440,Evanescence,,,1 turns,4 turns,100%,Magic,1,"Fade into a cloud of mist, increasing your chance to dodge by 100%.  Lasts 1 round. Used by 16 battle pets. In the Magic Battle Pet Abilities category."
268,Photosynthesis,,,5 turns,,100%,Elemental,1,Restores 6 healing every round. Lasts 5 rounds.  Twice as effective in sunny weather. Used by 19 battle pets. In the Elemental Battle Pet Abilities category.
1354,Puppies of the Flame,,,2 turns,8 turns,100%,Elemental,1,"Look adorable, becoming unattackable for 2 rounds. During this time, Puppies of the Flame attack the opponent, dealing 5 Elemental damage each round."
376,Headbutt,30,,1 turns,4 turns,25%,Beast,1,100% Hit Chance  Deals 30 Beast damage and has a 25% chance to stun the target. Used by 129 battle pets. In the Beast Battle Pet Abilities category.
390,Demolish,40,,,,50%,Mechanical,1,"50% Hit Chance  Rams the target, dealing 40 Mechanical damage. Used by 23 battle pets. In the Mechanical Battle Pet Abilities category. Always up to date."
392,Extra Plating,,,3 turns,4 turns,100%,Mechanical,1,"The user equips additional plating, reducing all damage taken by 50% for 3 rounds. Used by 34 battle pets. In the Mechanical Battle Pet Abilities category."
916,Haywire,50,,,3 turns,100%,Mechanical,1,"100% Hit Chance  Goes haywire, dealing 25 Mechanical damage.  Haywire continues for 2 rounds. Used by 23 battle pets. In the Mechanical Battle Pet Abilities category."
2353,Contagion Strike,25,,,,100%,Humanoid,1,100% Hit Chance  Deals 15 Humanoid damage plus 10 additional damage if the target is Poisoned. Used by 16 battle pets. A battle pet ability from World of Warcraft.
609,Instability,45,,,1 turns,50%,Dragonkin,1,50% Hit Chance  Deals 45 Dragonkin damage. Used by 6 battle pets. In the Dragonkin Battle Pet Abilities category. Always up to date with the latest patch.
518,Predatory Strike,30,,,4 turns,100%,Flying,1,100% Hit Chance  Deals 30 Flying damage.  Deals double damage if the target is below 25% health. Used by 51 battle pets. In the Flying Battle Pet Abilities category.
626,Skitter,20,,,,100%,Critter,1,"100% Hit Chance  Pokes the enemy, dealing 20 Critter damage. Used by 36 battle pets. In the Critter Battle Pet Abilities category. Always up to date."
706,Swarm,45,,2 turns,,100%,Critter,1,"100% Hit Chance  Starts a swarm, causing 9 Critter damage on the first round, 15 Critter on the second round, and 21 Critter on the third round.   Opponents struck by the swarm take 50% increased damage for 2 rounds.  Swarm continues for 3 rounds."
752,Soulrush,30,,1 turns,4 turns,25%,Magic,1,100% Hit Chance  Deals 30 Magic damage and has a 25% chance to stun the target. Used by 18 battle pets. In the Magic Battle Pet Abilities category.
764,Phase Shift,,,1 turns,4 turns,100%,Magic,1,"Phase out, increasing your chance to dodge by 100%.  Lasts 1 rounds. Used by 31 battle pets. In the Magic Battle Pet Abilities category. Always up to date."
173,Cauterize,,70,,3 turns,100%,Elemental,1,Restores 20 health plus half of the last hit taken by the user. Used by 28 battle pets. In the Elemental Battle Pet Abilities category. Always up to date.
345,Maul,50,,,3 turns,100%,Beast,1,"100% Hit Chance  Savagely mauls the enemy, dealing 30 Beast damage.   Deals 20 additional damage if the target is Bleeding. Used by 26 battle pets."
377,Trample,20,,,,100%,Beast,1,"100% Hit Chance  Tramples the target, dealing 10 Beast damage plus an additional 10% of the target's health. Used by 48 battle pets. A battle pet ability."
535,Pounce,25,,,,100%,Beast,1,"100% Hit Chance  Pounces the enemy, dealing 17 Beast damage plus 8 Beast damage if the user strikes first. Used by 56 battle pets. A battle pet ability."
419,Tidal Wave,21,,,,100%,Aquatic,1,100% Hit Chance  Deals 7 Aquatic damage to the enemy's pets.  Destroys objects created by both teams. Used by 43 battle pets. In the Aquatic Battle Pet Abilities category.
509,Surge,15,,,,100%,Aquatic,1,"100% Hit Chance  Rushes to the enemy on a stream of water, dealing 15 Aquatic damage.   This move always goes first. Used by 83 battle pets."
532,Body Slam,43,,,1 turns,100%,Humanoid,1,"100% Hit Chance  Slams into the enemy, dealing 30 Humanoid damage and dealing 13 Humanoid damage to themselves. Used by 28 battle pets. A battle pet ability."
741,Whirlwind,27,,,3 turns,100%,Humanoid,1,"100% Hit Chance  Whirls around wildly, dealing 27 Humanoid damage split evenly against the enemy team. Used by 13 battle pets. A battle pet ability from World of Warcraft."
612,Proto-Strike,30,,1 turns,4 turns,100%,Dragonkin,1,"100% Hit Chance  Fly up high, becoming unattackable for one round.   On the next round, you attack, dealing 30 Dragonkin damage. Used by 10 battle pets."
521,Hawk Eye,,,3 turns,,100%,Flying,1,Increases your critical strike chance by 75% for 3 rounds. Used by 59 battle pets. In the Flying Battle Pet Abilities category. Always up to date.
632,Confusing Sting,,,5 turns,,100%,Flying,1,"100% Hit Chance  The target is stung, dealing 3 Flying damage every round for 5 rounds.  While stung, the target has a 10% chance to harm themselves while attacking and is Poisoned."
608,Nether Blast,15,,,,100%,Magic,1,"100% Hit Chance  Blasts the enemy with a surge of arcane power, dealing 15 Magic damage.  Damage increases by 5 each time it is used. Max 25 Magic damage."
416,Frost Shock,10,,2 turns,,100%,Elemental,1,"100% Hit Chance  Chills the target, dealing 10 Elemental damage and reducing their speed by 25% for 2 rounds. Used by 16 battle pets. A battle pet ability."
503,Flamethrower,15,,2 turns,,100%,Elemental,1,"100% Hit Chance  Turns the battlefield into a raging inferno, dealing 15 Elemental damage.   Fire continues to Burn the enemy, dealing 5 Elemental damage each round for 2 rounds."
802,Ravage,40,40,,1 turns,100%,Beast,1,"100% Hit Chance  Deals 20 Beast damage.  If the user kills an enemy with Ravage, they restore 20 health.  Ravage continues for 2 rounds. Used by 43 battle pets."
634,Minefield,,,9 turns,5 turns,100%,Mechanical,1,100% Hit Chance  Lays down a field of mines behind the opponent. The next pet to swap into the battle will receive 40 Mechanical damage. Used by 9 battle pets.
169,Deep Breath,50,,,,100%,Dragonkin,1,"100% Hit Chance  Takes one round to breathe in deeply.  The next round the user unleashes a devastating breath attack, dealing 50 Dragonkin damage."
184,Quills,30,,,,50%,Flying,1,"100% Hit Chance  Flings 1-2 Quills at the enemy, dealing 10 Flying damage per hit.  Hits an additional time if the user attacks first. Used by 55 battle pets."
539,Bleat,,45,,4 turns,100%,Critter,1,"Sings an inspiring song, which restores 15 health to all allies. Used by 33 battle pets. In the Critter Battle Pet Abilities category. Always up to date."
580,Food Coma,,,2 turns,5 turns,100%,Critter,1,100% Hit Chance  Puts the target to sleep for 2 rounds. Used by 12 battle pets. In the Critter Battle Pet Abilities category. Always up to date.
602,Time Bomb,,,3 turns,5 turns,100%,Magic,1,"100% Hit Chance  Places a temporal rift beneath the enemy team.   After 3 rounds, the rift erupts, causing the current enemy pet to take 40 Magic damage and be stunned for 1 round."
1068,Forboding Curse,,,4 turns,,100%,Magic,1,100% Hit Chance  Adds 4 damage to every attack against the target and reduces the target's speed by 25%.  Lasts 4 rounds. Used by 17 battle pets.
1085,Magic Sword,17,,,,100%,Magic,1,100% Hit Chance  Summons a magical blade to deal 17 Magic damage to the enemy. This ability has a base chance of 50% to critically strike. Used by 3 battle pets.
906,Lightning Shield,,,2 turns,4 turns,100%,Elemental,1,Deals 15 Elemental damage each time you take direct damage.  Lasts 2 rounds. Used by 21 battle pets. In the Elemental Battle Pet Abilities category.
339,Sticky Web,15,,2 turns,,100%,Beast,1,"100% Hit Chance  Flings a sticky Web at the target, dealing 15 Beast damage and making it impossible to flee for 2 rounds. Used by 63 battle pets."
356,Snap,20,,,,100%,Beast,1,"100% Hit Chance  Snaps at the enemy, dealing 20 Beast damage. Used by 28 battle pets. In the Beast Battle Pet Abilities category. Always up to date."
380,Poison Spit,14,,3 turns,,100%,Beast,1,100% Hit Chance  Instantly deals 14 Beast damage and Poisons the target for 5 additional Elemental damage per round for 3 rounds. Used by 57 battle pets.
568,Feign Death,,,,8 turns,100%,Beast,1,"The user feigns death, avoiding the opponent's attack. The user then swaps automatically with your highest health pet. Used by 35 battle pets."
569,Crystal Prison,,,1 turns,5 turns,100%,Beast,1,"100% Hit Chance  Seals the target in crystal, stunning them for 1 rounds. Used by 24 battle pets. In the Beast Battle Pet Abilities category."
158,Counterstrike,30,,,2 turns,100%,Humanoid,1,100% Hit Chance  Deals 20 Humanoid damage.   Deals 10 additional Humanoid damage if you were struck this round. Used by 55 battle pets. A battle pet ability.
1370,Savage Talon,22,,,,100%,Flying,1,"100% Hit Chance  Slashes savagely, dealing 22 Flying damage. Used by 35 battle pets. In the Flying Battle Pet Abilities category. Always up to date."
572,Mudslide,36,,9 turns,4 turns,100%,Critter,1,"100% Hit Chance  Calls down a mudslide, dealing 36 Critter damage and causing muddy weather for 9 rounds.   Muddy weather prevents any pet that enters the battlefield from swapping out for 3 rounds, and increases all critical damage dealt by 25%."
2495,Feral Clawstorm,10,,5 turns,,100%,Critter,1,"100% Hit Chance  Whirl and slash the enemy with your claws, dealing 10 Critter damage and causing the target to Bleed for 5 Beast damage per round for 5 rounds."
402,Stun Seed,,,2 turns,5 turns,100%,Elemental,1,"100% Hit Chance  Plants a seed in the enemy.   After 2 rounds, the seed blooms, causing the current enemy pet to take 30 Elemental damage and be stunned for 1 rounds."
908,Jolt,25,,,1 turns,100%,Elemental,1,"100% Hit Chance  Launches an electrical bolt at the target, dealing 25 Elemental damage. Used by 10 battle pets. In the Elemental Battle Pet Abilities category."
1392,Enrage,,,1 turns,,100%,Beast,1,Increases your damage dealt by 100% and damage taken by 50%. Used by 15 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
594,Sleeping Gas,10,,1 turns,1 turns,25%,Dragonkin,1,100% Hit Chance  Deals 10 Dragonkin damage and has a 25% chance to put the target to sleep for 1 rounds.  Damage increases by 10 each time it is used. Max 30 Dragonkin damage.
607,Cataclysm,45,,,1 turns,50%,Dragonkin,1,"50% Hit Chance  Devastates the target, dealing 45 Dragonkin damage. Used by 9 battle pets. In the Dragonkin Battle Pet Abilities category. Always up to date."
782,Frost Breath,20,,,,100%,Dragonkin,1,"100% Hit Chance  Freezes the target, dealing 20 Dragonkin damage. Used by 9 battle pets. In the Dragonkin Battle Pet Abilities category. Always up to date."
474,Interrupting Gaze,15,,,3 turns,100%,Magic,1,100% Hit Chance  Deals 15 Magic damage.  Interrupts the opponent's round if the user goes first. Used by 18 battle pets. In the Magic Battle Pet Abilities category.
278,Repair,,70,2 turns,5 turns,100%,Mechanical,1,"Enters repair mode, performing no actions for two rounds, then repairs 70 health. Used by 24 battle pets. In the Mechanical Battle Pet Abilities category."
2340,Coin Toss,22,,,,100%,Mechanical,1,"100% Hit Chance  Throw a bunch of coins at the enemy, dealing 22 Mechanical damage. Used by 4 battle pets. In the Mechanical Battle Pet Abilities category."
1626,Primal Rage,,,5 turns,,100%,Humanoid,1,Increases your damage dealt by 50% and damage taken by 25% for 5 rounds. Used by 5 battle pets. A battle pet ability from World of Warcraft.
499,Diseased Bite,21,,,,100%,Undead,1,"100% Hit Chance  Infects the enemy, dealing 21 Undead damage. Used by 33 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
1762,BONESTORM!!,89,,,3 turns,100%,Undead,1,100% Hit Chance  Deals 13 Undead damage to the enemy team but costs 50% of your total health. Used by 1 battle pets. In the Undead Battle Pet Abilities category.
232,Swarm of Flies,,,5 turns,,100%,Critter,1,"100% Hit Chance  A swarm of flies attacks the enemy's active pet, dealing 7 Critter damage every round for 5 rounds. Persists through pet swaps."
1371,Sneak Attack,17,,,,100%,Critter,1,100% Hit Chance  Deals 17 Critter damage.  Deals additional damage if the target is Blinded. Used by 14 battle pets. In the Critter Battle Pet Abilities category.
978,Moon Fang,22,,,,100%,Magic,1,"100% Hit Chance  Bites the enemy with arcane power, dealing 22 Magic damage. Used by 1 battle pets. In the Magic Battle Pet Abilities category."
120,Howling Blast,40,,,3 turns,100%,Elemental,1,100% Hit Chance  Deals 25 Elemental damage to the enemy.   Deals 5 additional damage to the enemy team if the target is Chilled. Used by 10 battle pets.
247,Hibernate,,,2 turns,5 turns,100%,Beast,1,"Fall asleep, restoring 10 health on the first round, 20 health on the second, then 40 health on the third.  While Hibernating you cannot swap pets."
411,Woodchipper,12,,4 turns,,100%,Beast,1,100% Hit Chance  Instantly deals 12 Beast damage and causes the target to Bleed for 5 additional Beast damage per round for 4 rounds. Used by 18 battle pets.
849,"Huge, Sharp Teeth!",12,,4 turns,,100%,Beast,1,100% Hit Chance  Deals 12 Beast damage and causes the target to Bleed for 5 Beast damage per round for 4 rounds. Used by 7 battle pets. A battle pet ability.
1062,Rain Dance,,20,2 turns,4 turns,100%,Aquatic,1,Heals you for 20 and increases your team's hit and critical strike chance by 50% for 2 rounds. Used by 34 battle pets. In the Aquatic Battle Pet Abilities category.
942,Frying Pan,20,,1 turns,1 turns,25%,Mechanical,1,100% Hit Chance  Deals 20 Mechanical damage and has a 25% chance to stun the target for 1 rounds. Used by 3 battle pets. In the Mechanical Battle Pet Abilities category.
943,Chop,10,,5 turns,,100%,Mechanical,1,100% Hit Chance  Deals 10 Mechanical damage and causes the target to Bleed for 5 Beast damage per round for 5 rounds. Used by 9 battle pets.
669,Backflip,15,,,3 turns,100%,Humanoid,1,"100% Hit Chance  Performs a flip, dealing 15 Humanoid damage.   Interrupts the opponent's round if the user goes first. Used by 6 battle pets."
1223,Vicious Slice,20,,,,100%,Humanoid,1,"100% Hit Chance  Slices the enemy, dealing 20 Humanoid damage. Used by 12 battle pets. A battle pet ability from World of Warcraft. Always up to date."
1410,Gift of the Naaru,,40,,4 turns,100%,Humanoid,1,Restores 40 health to the user. Used by 1 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch (11.1.7).
393,Shadowflame,22,,,,100%,Dragonkin,1,"100% Hit Chance  Overwhelms the enemy with draconic breath, dealing 22 Dragonkin damage. Used by 16 battle pets. In the Dragonkin Battle Pet Abilities category."
165,Crouch,,,3 turns,4 turns,100%,Critter,1,"The user lowers its body close to the ground, reducing all damage taken by 50% for 3 rounds. Used by 84 battle pets. In the Critter Battle Pet Abilities category."
277,Life Exchange,,,,5 turns,100%,Magic,1,100% Hit Chance  Equalizes the health between the user and his enemy.  Health gained cannot exceed the caster's maximum health. Used by 14 battle pets.
475,Eyeblast,20,,4 turns,4 turns,100%,Magic,1,100% Hit Chance  Deals 20 Magic damage and reduces the target's speed by 25% for 4 rounds. Used by 28 battle pets. In the Magic Battle Pet Abilities category.
529,Belly Slide,40,,,,50%,Elemental,1,50% Hit Chance  Deals 40 Elemental damage.  This attack goes first if the weather is a Blizzard. Used by 4 battle pets. In the Elemental Battle Pet Abilities category.
348,Bash,,,1 turns,5 turns,100%,Beast,1,100% Hit Chance  Stun the target for 1 rounds. Used by 39 battle pets. In the Beast Battle Pet Abilities category. Always up to date with the latest patch.
357,Screech,10,,4 turns,,100%,Beast,1,"100% Hit Chance  Frightens the target, dealing 10 Beast damage and reducing their speed by 25% for 4 rounds. Used by 96 battle pets. A battle pet ability."
647,Bombing Run,10,,3 turns,3 turns,100%,Mechanical,1,"100% Hit Chance  Deals 10 Mechanical damage and calls in a bombing run.  After 3 rounds the bombs will arrive, dealing 20 Mechanical damage to the current enemy pet."
221,Takedown,36,,,,100%,Humanoid,1,"100% Hit Chance  Takes down an enemy, dealing 18 Humanoid damage.  Deals double damage if the target is Stunned. Used by 30 battle pets. A battle pet ability."
1533,Eye Beam,75,,,3 turns,100%,Humanoid,1,"100% Hit Chance  Blasts the enemy with eye beams, dealing 25 Humanoid damage.  Eye Beam continues for 3 rounds. Used by 9 battle pets. A battle pet ability."
654,Ghostly Bite,40,,1 turns,3 turns,100%,Undead,1,100% Hit Chance  Deals 40 Undead damage and stuns the user for 1 round. Used by 19 battle pets. In the Undead Battle Pet Abilities category.
913,Spectral Spine,25,,1 turns,3 turns,50%,Magic,1,"100% Hit Chance  Deals 25 Magic damage and has a 50% chance to Blind the target, reducing their hit chance by 50% for 1 rounds. Used by 6 battle pets."
980,Moon Dance,,,9 turns,,100%,Magic,1,Increases your team's speed by 25% for 9 rounds. Used by 7 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
989,Blingtron Gift Package,30,30,,3 turns,50%,Magic,1,"50% Hit Chance  Tosses a Blingtron Gift Package for 30 Magic damage.  If the ability misses, the user is healed for 30. Used by 2 battle pets."
1231,Consume Magic,,20,,4 turns,100%,Magic,1,Restores 20 health and removes all buffs and debuffs from the user. Used by 24 battle pets. In the Magic Battle Pet Abilities category. Always up to date.
405,Early Advantage,40,,,3 turns,100%,Elemental,1,100% Hit Chance  Deals 20 Elemental damage.  Deals double damage if the user has lower health. Used by 10 battle pets. In the Elemental Battle Pet Abilities category.
753,Solar Beam,60,,,,100%,Elemental,1,"100% Hit Chance  Instantly deals 40 Elemental damage, plus 20 damage if the weather is Sunlight. The user must recharge for two rounds afterwards.  While recharging, you cannot perform any other actions."
2322,Gnash,18,,2 turns,,100%,Aquatic,1,"100% Hit Chance  Deals 18 Aquatic damage and Rips the target, causeing the target to Bleed for 5 Beast damage per round for 2 rounds. Used by 3 battle pets."
111,Punch,20,,,,100%,Humanoid,1,"100% Hit Chance  Bashes the enemy, dealing 20 Humanoid damage. Used by 71 battle pets. A battle pet ability from World of Warcraft. Always up to date."
769,Surge of Light,25,,1 turns,3 turns,25%,Humanoid,1,"100% Hit Chance  Blasts the opponent with a pillar of holy fire, dealing 25 Humanoid damage and has a 25% chance to stun the target for 1 rounds.  The chance to stun is increased to 100% if the weather is Darkness."
941,High Fiber,,,,4 turns,,Humanoid,1,Removes all buffs and debuffs from the user's team. Used by 2 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
780,Death Grip,10,,,4 turns,100%,Undead,1,100% Hit Chance  Deals 10 Undead damage and forces the opponent's lowest health pet to swap into battle. Used by 23 battle pets. In the Undead Battle Pet Abilities category.
162,Adrenaline Rush,10,,3 turns,,100%,Critter,1,100% Hit Chance  Deals 10 Critter damage and increases your speed by 75% for 3 rounds. Used by 103 battle pets. In the Critter Battle Pet Abilities category.
527,Stench,,,4 turns,,100%,Critter,1,100% Hit Chance  Reduces the enemy team's hit chance by 25% for 4 rounds. Used by 28 battle pets. In the Critter Battle Pet Abilities category.
1238,Shadow Talon,21,,,,100%,Magic,1,"100% Hit Chance  Slashes at the target with cruel talons, dealing 21 Magic damage. Used by 8 battle pets. In the Magic Battle Pet Abilities category."
621,Stone Rush,50,,,1 turns,100%,Elemental,1,"100% Hit Chance  Slams into the enemy, dealing 35 Elemental damage and dealing 15 Elemental damage to themselves. Used by 41 battle pets. A battle pet ability."
962,Ironbark,15,,1 turns,,100%,Elemental,1,100% Hit Chance  Deals 15 Elemental damage and reduces up to 5 damage from each attack against you for 1 rounds. Used by 9 battle pets. A battle pet ability.
1407,Deep Burn,13,,,,100%,Elemental,1,100% Hit Chance  Deals 13 Elemental damage.  Deals double damage if the target is Burning. Used by 11 battle pets. In the Elemental Battle Pet Abilities category.
359,Sting,,,6 turns,,100%,Beast,1,100% Hit Chance  Poisons the target for 6 Beast damage every round for 6 rounds. Used by 20 battle pets. In the Beast Battle Pet Abilities category.
1380,Shell Armor,,,2 turns,5 turns,100%,Beast,1,Reduces up to 15 damage from each attack against you.   Lasts 2 rounds. Used by 39 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
276,Swallow You Whole,20,,,,100%,Aquatic,1,100% Hit Chance  Deals 20 Aquatic damage.  Deals double damage if the target is below 25% health. Used by 18 battle pets. In the Aquatic Battle Pet Abilities category.
1087,Toxic Skin,,,5 turns,,200%,Aquatic,1,"Excretes toxin from the user's pores for 5 rounds, dealing 5% of the target's max health as damage when they attack you. Used by 34 battle pets."
938,Interrupting Jolt,20,,,4 turns,100%,Mechanical,1,100% Hit Chance  Deals 20 Mechanical damage.  Interrupts the opponent's round if the user goes first. Used by 16 battle pets. In the Mechanical Battle Pet Abilities category.
350,Clobber,,,1 turns,5 turns,100%,Humanoid,1,100% Hit Chance  Stun the target for 1 rounds. Used by 54 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
507,Moth Balls,40,,3 turns,1 turns,50%,Flying,1,"50% Hit Chance  Launches a barrage of smelly pheromones at the target, each dealing up to 10 Flying damage and has a 50% chance to reduce the target's speed by 25% for 3 rounds."
253,Comeback,25,,,,100%,Critter,1,100% Hit Chance  Deals 15 Critter damage.   Deals 10 additional damage if the user has lower health than the target. Used by 69 battle pets.
914,Spirit Spikes,,,1 turns,4 turns,100%,Magic,1,100% Hit Chance  Reduces up to 10 damage from each attack against you and deals 20 Magic damage each time you take direct damage.  Lasts 1 rounds.
2407,Glop,40,,1 turns,5 turns,100%,Magic,1,"100% Hit Chance  Submerges into a puddle of ooze, becoming unattackable for one round.   On the next round, you attack, dealing 40 Magic damage."
178,Immolate,12,,4 turns,,100%,Elemental,1,100% Hit Chance  Deals 12 Elemental damage instantly. The enemy Burns for 5 additional Elemental damage per round for 4 rounds. Used by 29 battle pets.
800,Impale,25,,,2 turns,100%,Beast,1,100% Hit Chance  Deals 25 Beast damage.   Deals double damage if the target is below 25% health. Used by 15 battle pets. In the Beast Battle Pet Abilities category.
1063,Pheromones,,,3 turns,5 turns,100%,Beast,1,"100% Hit Chance  Sprays the area with pheromones, dealing 5 Beast damage every round to non-active enemy pets.  Lasts 3 rounds. Used by 6 battle pets."
2070,Aura of Gonk,,,4 turns,8 turns,100%,Beast,1,"100% Hit Chance  Gain the Aura of Gonk, causing your pets to heal for 6 every time they deal damage for 4 rounds. This amount is increased by 100% if your pet is below 50% HP.  This ability starts on cooldown."
1372,Deep Bite,10,,,,100%,Aquatic,1,"100% Hit Chance  Bites deeply into the enemy, dealing 10 Aquatic damage.   Damage increases by 5 each time it is used. Max 30 Aquatic damage."
640,Toxic Smoke,16,,2 turns,,100%,Mechanical,1,"100% Hit Chance  Covers the enemy team in toxic smoke, dealing 16 Mechanical damage instantly and 5 Mechanical damage every round for 2 rounds. Persists through pet swaps."
923,Flux,33,,,3 turns,100%,Mechanical,1,100% Hit Chance  Deals 15 Mechanical damage to the enemy's active pet and 9 Mechanical damage to the enemy's backline pets. Used by 5 battle pets.
219,Jab,21,,,,100%,Humanoid,1,"100% Hit Chance  Jabs at the enemy, dealing 21 Humanoid damage. Used by 24 battle pets. A battle pet ability from World of Warcraft. Always up to date."
2458,Whirling Talons,,,4 turns,5 turns,100%,Flying,1,"100% Hit Chance  Slash the enemy's pets with your talons, causing each pet to Bleed for 5 Beast damage per round for 4 rounds. Used by 6 battle pets."
466,Nether Gate,20,,,5 turns,100%,Magic,1,100% Hit Chance  Deals 20 Magic damage and forces an opponent's pet to swap into battle. Used by 14 battle pets. In the Magic Battle Pet Abilities category.
567,Rush,15,,1 turns,,100%,Beast,1,"100% Hit Chance  Rushes the enemy, dealing 15 Beast damage and causes the user to go first next round. Used by 20 battle pets. In the Beast Battle Pet Abilities category."
2214,Tail Smash,10,,,4 turns,100%,Beast,1,100% Hit Chance  Deals 10 Beast damage and forces the opponent's lowest health pet to swap into battle. Used by 10 battle pets. In the Beast Battle Pet Abilities category.
389,Overtune,10,,2 turns,,100%,Mechanical,1,"100% Hit Chance  Overtunes the user's central power core, dealing 10 Mechanical damage and increasing the user's speed by 100% for 2 rounds."
937,Siphon Anima,18,100,,3 turns,100%,Mechanical,1,100% Hit Chance  Deals 18 Mechanical damage.  The user is healed for 100% of the damage dealt. Used by 10 battle pets. In the Mechanical Battle Pet Abilities category.
985,Make it Rain,27,,4 turns,1 turns,80%,Mechanical,1,"80% Hit Chance  Casually tosses gold coins at the enemy, dealing 27 Mechanical damage.   Gold continues to fall on the enemy's current pet, dealing 3 Mechanical damage each round for 4 rounds."
226,"Fury of 1,000 Fists",30,,1 turns,4 turns,100%,Humanoid,1,100% Hit Chance  Deals 30 Humanoid damage.  Has a 100% chance to stun the target for 1 rounds if the target is Blinded. Used by 2 battle pets.
2349,Toxic Fumes,27,,9 turns,3 turns,100%,Dragonkin,1,"100% Hit Chance  Deals 27 Dragonkin damage and turns the weather into toxic gas for 9 rounds.  During toxic gas, the duration of all hostile damage over time effects is increased by 1 round, and all pets are considered Poisoned."
743,Creeping Fungus,,,4 turns,,100%,Undead,1,"100% Hit Chance  A creeping fungus infects the target, causing 7 Undead damage each round for 4 rounds.  Deals additional damage in Moonlight."
1466,Stone Form,,135,,6 turns,100%,Undead,1,The caster enters a stone state and restores 45 health each turn for 3 turns. Used by 18 battle pets. In the Undead Battle Pet Abilities category.
254,Tranquility,,,2 turns,,100%,Critter,1,"Fills the area with peace, causing your active pet to restore 10 health every round.  Lasts 2 rounds. Persists through pet swaps. Used by 28 battle pets."
586,Gift of Winter Veil,40,,,5 turns,100%,Magic,1,100% Hit Chance  Deals 40 Magic damage to the enemy. Used by 7 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
1020,Lens Flare,10,,2 turns,3 turns,100%,Magic,1,"100% Hit Chance  A brilliant flash deals 10 Magic damage and Blinds the target, reducing their hit chance by 50% for 2 rounds. Used by 4 battle pets."
1032,Celestial Blessing,,,5 turns,,100%,Magic,1,"100% Hit Chance  Sanctifies the ground for 5 rounds, blessing the next friendly pet to swap into battle with 50% reduced damage for 3 rounds."
2102,Void Cyclone,,,5 turns,5 turns,100%,Magic,1,Creates a cyclone which has a 35% chance to deal 6 Magic damage to the enemy team each round.  Lasts 5 rounds. Used by 8 battle pets. A battle pet ability.
